abierta,open
abiertas,open
abierto,open
abiertos,open
altas,tall
altos,tall
amarilla,yellow
amarillas,yellow
amarillo,yellow
amarillos,yellow
cansadas,tired
cansado,tired
cansados,tired
emocionadas,excited
emocionados,excited
enfermos,sick
enojado,angry
enojados,angry
es divertido,it's fun
es grande,is big
es muy simpático,Is very nice
estudiosa,studious
estudiosas,studious
estudioso,studious
estudiosos,scholars
felices,happy
inteligentes,smart
limpia,clean
limpias,clean
limpio,cleansed
morenas,brunettes
moreno,Brown
morenos,brown
negra,black
negras,black
negro,black
negros,black
nerviosa,nervous
nerviosas,nervous
nervioso,nervous
nerviosos,nervous
ocupadas,busy
ocupado,occupied
ocupados,busy
perezosa,lazy
perezosas,lazy
perezoso,lazy
perezosos,lazy
persona,person
personas,people
preocupado,worried
preocupados,worried
responsable,responsible
responsables,responsible
rubias,blondes
rubio,blond
rubios,blondes
sorprendidas,surprised
sorprendido,Surprised
sucia,dirty
sucias,dirty
sucio,dirty
sucios,dirty
tristes,sad
